"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0000879","MEA","SaaS","0.688","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""pricing""]}","2025-07-19T16:27:06"
"L0000880","APAC","EdTech","0.231","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap""]}","2025-07-17T00:11:25"
"L0000881","EU","Retail","0.884","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration""]}","2025-08-26T08:08:50"
"L0000882","EU","SaaS","0.709","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""security""]}","2025-07-09T01:09:59"
"L0000883","LATAM","Retail","0.211","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roi"", ""security"", ""roadmap""]}","2025-07-29T21:25:39"
"L0000885","US","FinTech","0.222","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi""]}","2025-07-17T07:07:38"
"L0000886","MEA","E‑commerce","0.372","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration""]}","2025-08-24T00:38:57"
"L0000887","US","FinTech","0.335","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""roi""]}","2025-07-01T06:29:56"
"L0000888","MEA","HealthTech","0.522","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""roadmap""]}","2025-06-30T01:04:33"
"L0000889","US","HealthTech","0.146","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap""]}","2025-08-06T11:40:22"
"L0000891","EU","HealthTech","0.761","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""roadmap"", ""security""]}","2025-07-24T13:09:43"
"L0000893","US","EdTech","0.124","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""pricing"", ""roi""]}","2025-05-27T19:20:12"
"L0000894","EU","SaaS","0.683","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""roadmap"", ""case_studies""]}","2025-06-10T19:47:04"
"L0000895","India","EdTech","0.877","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""integration""]}","2025-08-07T10:45:51"
"L0000896","US","EdTech","0.294","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security""]}","2025-05-30T05:18:55"
"L0000898","APAC","Retail","0.321","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""integration"", ""roi""]}","2025-07-24T21:12:04"
"L0000900","US","Media","0.047","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""security"", ""pricing"", ""case_studies""]}","2025-08-12T03:27:51"
"L0000901","MEA","HealthTech","0.218","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roadmap"", ""roi""]}","2025-08-07T11:20:32"
"L0000905","EU","Manufacturing","0.257","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""security""]}","2025-07-26T12:24:39"
"L0000911","US","E‑commerce","0.802","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""case_studies"", ""integration""]}","2025-08-16T06:27:04"
"L0000915","EU","Manufacturing","0.372","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""security"", ""pricing""]}","2025-05-19T14:28:35"
"L0000916","APAC","Media","0.587","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""integration"", ""pricing""]}","2025-08-08T02:00:46"
"L0000917","APAC","Retail","0.568","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""case_studies""]}","2025-08-12T20:33:10"
"L0000919","MEA","Manufacturing","0.729","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""security"", ""roi""]}","2025-06-26T05:11:53"
"L0000920","EU","HealthTech","0.933","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""integration"", ""security""]}","2025-05-19T09:54:37"
"L0000921","India","HealthTech","0.378","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies"", ""pricing"", ""roi""]}","2025-06-12T07:12:15"
"L0000922","APAC","Manufacturing","0.882","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""security""]}","2025-08-28T13:39:17"
"L0000925","EU","EdTech","0.028","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""integration""]}","2025-07-30T09:03:46"
"L0000926","US","Retail","0.995","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""case_studies"", ""integration"", ""pricing""]}","2025-08-28T18:07:44"
"L0000927","APAC","EdTech","0.567","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""roi""]}","2025-08-15T05:52:37"
"L0000930","LATAM","HealthTech","0.629","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap""]}","2025-06-24T10:56:29"
"L0000931","India","E‑commerce","0.766","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""security""]}","2025-06-08T14:56:02"
"L0000934","India","SaaS","0.068","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""case_studies""]}","2025-05-29T23:50:14"
"L0000936","MEA","FinTech","0.28","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi""]}","2025-08-27T11:51:09"
"L0000937","LATAM","EdTech","0.701","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap""]}","2025-06-16T21:20:40"
"L0000938","APAC","Media","0.91","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""integration""]}","2025-08-22T18:14:34"
"L0000940","India","Manufacturing","0.273","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""roadmap"", ""case_studies""]}","2025-07-15T01:42:41"
"L0000941","EU","Manufacturing","0.916","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security"", ""roadmap""]}","2025-08-20T08:33:16"
"L0000944","US","EdTech","0.449","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies""]}","2025-08-16T20:58:38"
"L0000945","APAC","HealthTech","0.316","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""roi""]}","2025-07-03T10:23:36"
"L0000946","India","FinTech","0.895","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""pricing"", ""integration"", ""roadmap""]}","2025-08-28T08:50:12"
"L0000948","MEA","SaaS","0.413","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""case_studies"", ""security""]}","2025-08-25T10:37:41"
"L0000949","US","Manufacturing","0.563","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""security""]}","2025-07-17T17:39:11"
"L0000950","India","FinTech","0.572","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""roi"", ""pricing""]}","2025-07-08T01:01:42"
"L0000951","EU","Manufacturing","0.229","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""roadmap""]}","2025-08-15T17:58:46"
"L0000953","APAC","E‑commerce","0.319","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""roi"", ""pricing""]}","2025-08-06T04:41:40"
"L0000955","APAC","EdTech","0.413","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security""]}","2025-07-16T12:50:15"
"L0000956","LATAM","Retail","0.554","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-07-20T00:53:23"
"L0000958","MEA","SaaS","0.358","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""case_studies""]}","2025-06-09T20:05:02"
"L0000961","APAC","EdTech","0.006","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""integration""]}","2025-07-16T08:17:11"
"L0000963","APAC","EdTech","0.613","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""integration"", ""case_studies"", ""security""]}","2025-07-01T10:13:47"
"L0000964","India","SaaS","0.872","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""security"", ""roi""]}","2025-08-23T04:02:27"
"L0000965","APAC","Manufacturing","0.48","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""integration"", ""security"", ""case_studies""]}","2025-08-06T23:43:27"
"L0000966","APAC","E‑commerce","0.596","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-27T11:47:09"
"L0000967","MEA","EdTech","0.279","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""integration"", ""case_studies"", ""roi""]}","2025-06-17T02:50:24"
"L0000970","APAC","Media","0.399","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""case_studies"", ""roi"", ""security""]}","2025-08-18T18:23:04"
"L0000971","APAC","Retail","0.258","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""pricing""]}","2025-07-27T00:43:37"
"L0000974","LATAM","FinTech","0.156","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roi"", ""roadmap""]}","2025-08-19T01:37:46"
"L0000978","EU","E‑commerce","0.193","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""security"", ""case_studies"", ""integration""]}","2025-08-10T13:57:25"
"L0000979","APAC","E‑commerce","0.702","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""roadmap""]}","2025-08-12T10:28:45"
"L0000980","EU","Retail","0.888","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""security"", ""roi"", ""integration""]}","2025-08-23T05:45:48"
"L0000981","LATAM","Retail","0.695","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration"", ""roadmap""]}","2025-08-04T12:43:43"
"L0000982","MEA","Retail","0.741","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""roi"", ""security""]}","2025-08-28T08:13:38"
"L0000983","LATAM","HealthTech","0.565","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Ads""], ""interests"": [""roadmap"", ""roi"", ""security""]}","2025-06-18T04:00:05"
"L0000984","India","E‑commerce","0.11","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""roi""]}","2025-05-18T06:12:40"
"L0000985","EU","SaaS","0.759","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies"", ""roi"", ""security""]}","2025-08-14T22:32:39"
"L0000989","US","EdTech","0.452","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""case_studies""]}","2025-08-28T14:39:07"
"L0000990","APAC","FinTech","0.652","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""security""]}","2025-08-11T17:57:50"
"L0000993","MEA","SaaS","0.269","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""roi"", ""case_studies""]}","2025-08-26T04:40:08"
"L0000995","APAC","SaaS","0.443","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""integration""]}","2025-07-14T11:17:52"
"L0000996","India","E‑commerce","0.489","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""case_studies"", ""integration""]}","2025-08-01T06:24:40"
"L0000999","LATAM","SaaS","0.198","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""case_studies""]}","2025-08-10T12:43:32"
"L0001003","EU","FinTech","0.46","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap""]}","2025-08-27T17:11:57"
"L0001007","LATAM","E‑commerce","0.943","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""case_studies"", ""pricing"", ""security""]}","2025-05-30T04:09:04"
"L0001008","APAC","Media","0.685","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""pricing"", ""roadmap""]}","2025-08-16T02:25:57"
"L0001010","US","Media","0.131","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""roi""]}","2025-07-22T08:58:23"
"L0001012","US","EdTech","0.739","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""case_studies"", ""security"", ""pricing""]}","2025-08-26T19:52:46"
"L0001013","APAC","FinTech","0.601","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""security""]}","2025-06-25T08:54:37"
"L0001014","LATAM","Media","0.006","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""pricing""]}","2025-08-27T10:16:31"
"L0001015","EU","Media","0.471","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""security"", ""case_studies"", ""integration""]}","2025-06-29T21:01:36"
"L0001017","US","Media","0.166","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration""]}","2025-08-28T06:31:54"
"L0001019","EU","Retail","0.449","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""pricing"", ""security""]}","2025-05-30T18:22:41"
"L0001021","India","Manufacturing","0.891","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration"", ""roi"", ""roadmap""]}","2025-06-23T23:38:52"
"L0001022","MEA","E‑commerce","0.917","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""roi"", ""security"", ""case_studies""]}","2025-07-10T15:52:12"
"L0001023","MEA","E‑commerce","0.227","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap""]}","2025-06-17T20:21:34"
"L0001024","EU","E‑commerce","0.141","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap""]}","2025-08-17T07:22:08"
"L0001026","APAC","HealthTech","0.955","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-08-03T15:30:53"
"L0001027","APAC","EdTech","0.342","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""roi"", ""case_studies"", ""integration""]}","2025-08-23T18:27:14"
"L0001028","EU","SaaS","0.767","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""pricing""]}","2025-07-24T06:15:48"
"L0001031","EU","Retail","0.617","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""pricing""]}","2025-05-12T09:57:25"
"L0001032","APAC","Manufacturing","0.044","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration"", ""security"", ""roadmap""]}","2025-05-29T01:50:13"
"L0001034","India","SaaS","0.335","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi""]}","2025-08-24T04:35:32"
"L0001036","EU","FinTech","0.349","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""roi"", ""case_studies""]}","2025-07-30T07:19:50"
"L0001038","US","FinTech","0.228","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""case_studies"", ""security"", ""roi""]}","2025-08-23T16:40:06"
