"resource_uri","timestamp","scope","operation","success","actor"
"db://campaigns","2025-07-05T23:22:39","write","UPSERT","True","MCP-Server"
"cache://memory","2025-08-25T11:06:25","search","UPSERT","True","Optimizer-Worker"
"db://leads","2025-08-07T21:20:39","search","INSERT","True","Agent-Client"
"analytics://events","2025-08-26T17:12:36","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-27T01:37:40","search","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-07-18T21:43:33","read","QUERY","True","MCP-Server"
"db://campaigns","2025-07-09T06:36:53","write","UPSERT","True","Agent-Client"
"db://interactions","2025-06-18T17:42:33","search","UPDATE","True","Agent-Client"
"cache://memory","2025-07-18T22:16:28","search","UPSERT","True","MCP-Server"
"db://interactions","2025-08-12T00:56:04","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-06-16T18:56:04","consolidate","SELECT","False","Optimizer-Worker"
"cache://memory","2025-05-29T20:13:04","search","QUERY","True","MCP-Server"
"db://interactions","2025-06-10T17:48:31","search","UPSERT","True","Agent-Client"
"db://leads","2025-08-02T15:04:34","search","SELECT","True","Optimizer-Worker"
"kg://graph","2025-05-08T19:40:41","consolidate","UPDATE","False","MCP-Server"
"db://leads","2025-05-22T14:43:11","consolidate","QUERY","True","MCP-Server"
"kg://graph","2025-05-01T00:11:41","write","UPDATE","False","MCP-Server"
"db://campaigns","2025-06-26T03:30:35","consolidate","UPDATE","False","MCP-Server"
"db://campaigns","2025-06-25T22:40:19","search","SELECT","False","MCP-Server"
"db://campaigns","2025-08-03T08:56:05","read","SELECT","True","Optimizer-Worker"
"db://interactions","2025-08-06T00:09:31","write","UPSERT","True","MCP-Server"
"analytics://events","2025-05-26T19:03:59","read","UPDATE","True","MCP-Server"
"db://interactions","2025-06-02T21:19:45","search","UPDATE","True","MCP-Server"
"kg://graph","2025-06-19T19:45:39","read","INSERT","True","Agent-Client"
"db://leads","2025-06-08T06:58:30","search","SELECT","False","Agent-Client"
"cache://memory","2025-06-20T10:36:52","write","UPSERT","True","Agent-Client"
"db://leads","2025-05-24T04:03:21","search","MERGE","True","Optimizer-Worker"
"cache://memory","2025-06-17T00:29:51","write","QUERY","True","MCP-Server"
"db://interactions","2025-05-20T10:02:12","search","QUERY","True","MCP-Server"
"db://interactions","2025-06-01T13:40:25","write","INSERT","True","MCP-Server"
"db://leads","2025-06-26T06:40:59","write","SELECT","True","MCP-Server"
"db://campaigns","2025-06-24T21:37:41","write","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-06-23T20:43:40","search","UPSERT","False","Agent-Client"
"db://campaigns","2025-07-23T23:29:32","consolidate","UPSERT","True","Agent-Client"
"cache://memory","2025-08-17T12:35:31","search","UPSERT","True","MCP-Server"
"db://leads","2025-07-27T08:36:17","search","UPSERT","False","MCP-Server"
"db://leads","2025-06-20T08:24:08","write","INSERT","True","Optimizer-Worker"
"kg://graph","2025-08-04T04:33:32","read","SELECT","True","Optimizer-Worker"
"db://campaigns","2025-07-09T22:39:53","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-05-31T08:46:53","consolidate","MERGE","True","Agent-Client"
"db://interactions","2025-05-27T22:26:38","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-06-04T20:15:22","consolidate","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-19T06:37:36","consolidate","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-08-20T18:38:32","consolidate","UPSERT","True","Agent-Client"
"db://leads","2025-05-09T19:24:50","search","INSERT","True","MCP-Server"
"cache://memory","2025-08-18T10:32:32","consolidate","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-07-10T00:01:26","read","UPSERT","True","Agent-Client"
"kg://graph","2025-08-26T23:21:21","search","MERGE","True","Optimizer-Worker"
"analytics://events","2025-05-15T17:21:47","read","UPSERT","False","Optimizer-Worker"
"kg://graph","2025-05-17T21:50:42","write","UPSERT","False","MCP-Server"
"analytics://events","2025-06-23T20:43:49","consolidate","SELECT","True","MCP-Server"
"db://interactions","2025-08-20T18:58:05","write","MERGE","True","MCP-Server"
"db://campaigns","2025-08-03T09:39:32","search","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-08-26T07:07:14","read","SELECT","True","MCP-Server"
"cache://memory","2025-07-23T12:41:01","consolidate","SELECT","False","MCP-Server"
"analytics://events","2025-05-08T11:26:24","consolidate","UPSERT","True","Agent-Client"
"cache://memory","2025-05-12T16:53:05","search","UPDATE","True","MCP-Server"
"cache://memory","2025-06-24T21:06:21","read","MERGE","True","MCP-Server"
"db://leads","2025-08-14T07:40:39","read","SELECT","True","Optimizer-Worker"
"db://leads","2025-07-24T00:01:44","consolidate","UPDATE","True","Optimizer-Worker"
"db://leads","2025-07-02T10:24:19","consolidate","SELECT","True","Agent-Client"
"kg://graph","2025-05-18T10:04:59","read","SELECT","True","MCP-Server"
"db://leads","2025-07-28T21:54:10","consolidate","INSERT","True","Optimizer-Worker"
"db://leads","2025-08-27T01:32:28","consolidate","SELECT","True","MCP-Server"
"cache://memory","2025-05-04T16:03:03","consolidate","QUERY","True","Optimizer-Worker"
"db://interactions","2025-06-09T00:52:59","search","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-06-29T19:23:43","search","UPDATE","True","Agent-Client"
"analytics://events","2025-05-07T02:22:14","write","INSERT","True","MCP-Server"
"db://campaigns","2025-06-01T22:24:35","consolidate","MERGE","True","Agent-Client"
"cache://memory","2025-06-16T12:04:01","consolidate","QUERY","True","Optimizer-Worker"
"analytics://events","2025-07-14T17:48:08","search","MERGE","False","Agent-Client"
"cache://memory","2025-06-05T05:17:59","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-02T06:02:25","read","SELECT","True","Optimizer-Worker"
"analytics://events","2025-06-20T15:23:24","search","QUERY","True","MCP-Server"
"cache://memory","2025-08-18T04:23:13","consolidate","SELECT","True","Optimizer-Worker"
"cache://memory","2025-05-03T03:36:04","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-27T23:45:55","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-05-02T12:43:27","read","UPSERT","False","Agent-Client"
"db://leads","2025-05-04T11:32:07","consolidate","UPSERT","False","Optimizer-Worker"
"analytics://events","2025-06-14T17:55:27","read","QUERY","True","MCP-Server"
"db://campaigns","2025-08-17T13:26:33","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-06-05T17:35:58","search","MERGE","False","MCP-Server"
"db://campaigns","2025-06-30T13:13:07","write","QUERY","True","Optimizer-Worker"
"analytics://events","2025-06-25T08:35:49","search","QUERY","False","MCP-Server"
"kg://graph","2025-05-10T02:02:11","consolidate","MERGE","True","Optimizer-Worker"
"db://interactions","2025-05-22T22:04:32","consolidate","UPSERT","False","Agent-Client"
"db://interactions","2025-06-21T10:51:47","search","INSERT","False","MCP-Server"
"db://leads","2025-05-23T23:13:51","read","QUERY","True","Agent-Client"
"analytics://events","2025-08-08T15:02:32","consolidate","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-08-16T23:54:25","consolidate","INSERT","False","MCP-Server"
"db://leads","2025-07-20T03:33:04","read","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-05-14T06:20:04","consolidate","MERGE","True","Agent-Client"
"db://campaigns","2025-08-22T03:45:19","search","MERGE","True","MCP-Server"
"kg://graph","2025-08-20T10:18:16","consolidate","SELECT","True","Agent-Client"
"db://leads","2025-05-11T13:08:17","consolidate","INSERT","True","MCP-Server"
"analytics://events","2025-05-11T05:29:29","read","SELECT","True","MCP-Server"
"db://interactions","2025-08-09T03:09:58","consolidate","MERGE","True","MCP-Server"
"db://campaigns","2025-08-04T16:25:16","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-06-15T05:34:46","read","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-06T12:23:16","consolidate","SELECT","True","MCP-Server"
"analytics://events","2025-05-27T19:20:38","consolidate","INSERT","True","MCP-Server"
"cache://memory","2025-05-11T18:54:01","read","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-06-13T12:35:20","write","SELECT","True","MCP-Server"
"db://leads","2025-05-20T14:53:06","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-31T09:26:47","read","QUERY","True","Agent-Client"
"db://campaigns","2025-07-08T09:53:17","read","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-08-14T00:41:52","consolidate","UPDATE","True","Agent-Client"
"db://interactions","2025-07-22T18:29:30","search","SELECT","True","Optimizer-Worker"
"db://leads","2025-06-30T14:59:27","read","QUERY","False","Agent-Client"
"cache://memory","2025-08-01T07:55:02","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-17T13:04:35","search","SELECT","True","Optimizer-Worker"
"cache://memory","2025-08-20T04:58:01","search","SELECT","True","MCP-Server"
"analytics://events","2025-08-10T19:12:27","read","INSERT","True","MCP-Server"
"db://leads","2025-05-26T02:38:20","search","UPSERT","True","Agent-Client"
"db://interactions","2025-06-28T16:42:08","search","INSERT","True","MCP-Server"
"cache://memory","2025-06-29T13:47:08","write","QUERY","True","Agent-Client"
"cache://memory","2025-06-27T17:00:29","write","QUERY","False","Agent-Client"
"analytics://events","2025-07-14T01:57:18","search","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-07-19T00:02:47","consolidate","UPSERT","True","MCP-Server"
"db://campaigns","2025-07-05T02:25:07","read","QUERY","True","Optimizer-Worker"
"cache://memory","2025-07-18T21:03:35","read","UPDATE","True","MCP-Server"
"db://leads","2025-07-25T20:18:47","search","INSERT","True","Agent-Client"
"kg://graph","2025-07-05T20:28:32","search","MERGE","False","MCP-Server"
"db://interactions","2025-08-02T10:36:41","read","MERGE","True","MCP-Server"
"db://interactions","2025-06-01T19:55:27","consolidate","INSERT","False","Agent-Client"
"db://campaigns","2025-06-07T08:00:50","search","MERGE","True","Agent-Client"
"analytics://events","2025-07-19T12:36:44","search","QUERY","True","MCP-Server"
"db://interactions","2025-06-14T13:19:50","write","SELECT","True","Optimizer-Worker"
"cache://memory","2025-08-13T19:44:27","search","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-01T08:50:01","consolidate","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-13T17:45:48","read","SELECT","True","Optimizer-Worker"
"kg://graph","2025-06-14T17:48:59","read","INSERT","True","Optimizer-Worker"
"analytics://events","2025-06-26T16:02:17","read","QUERY","True","Agent-Client"
"db://interactions","2025-05-10T02:52:29","search","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-07-25T21:20:53","write","QUERY","False","Optimizer-Worker"
"db://leads","2025-08-16T18:55:31","search","QUERY","False","MCP-Server"
"kg://graph","2025-07-01T11:31:32","consolidate","UPDATE","True","MCP-Server"
"cache://memory","2025-06-20T16:50:31","search","INSERT","True","Agent-Client"
"db://interactions","2025-07-30T11:17:14","consolidate","INSERT","True","Agent-Client"
"analytics://events","2025-07-20T01:17:48","consolidate","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-08-11T02:09:34","search","UPSERT","True","Agent-Client"
"cache://memory","2025-08-16T15:02:41","read","UPDATE","True","MCP-Server"
"kg://graph","2025-07-10T08:55:15","consolidate","INSERT","True","MCP-Server"
"db://interactions","2025-08-11T02:58:25","write","MERGE","True","MCP-Server"
"db://campaigns","2025-08-17T06:47:22","consolidate","INSERT","True","Agent-Client"
"db://campaigns","2025-06-28T21:39:08","search","UPSERT","False","Agent-Client"
"db://interactions","2025-05-19T18:10:51","write","QUERY","True","MCP-Server"
"db://leads","2025-07-09T09:35:36","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-05-07T18:26:38","consolidate","MERGE","True","MCP-Server"
"db://leads","2025-07-15T09:37:57","search","SELECT","True","Optimizer-Worker"
"analytics://events","2025-08-11T11:28:18","read","INSERT","False","Optimizer-Worker"
"kg://graph","2025-08-20T19:57:20","search","QUERY","True","Optimizer-Worker"
"db://leads","2025-05-19T13:39:00","read","SELECT","False","MCP-Server"
"db://leads","2025-08-11T01:09:15","consolidate","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-07-19T09:21:09","write","MERGE","True","Optimizer-Worker"
"cache://memory","2025-07-21T09:03:29","read","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-06-06T01:30:48","write","UPSERT","True","MCP-Server"
"db://interactions","2025-07-07T16:14:54","consolidate","QUERY","False","Agent-Client"
"analytics://events","2025-06-21T05:55:07","consolidate","MERGE","True","Agent-Client"
"cache://memory","2025-07-17T01:16:46","search","UPSERT","True","Agent-Client"
"db://leads","2025-08-09T10:29:07","search","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-02T10:26:22","consolidate","SELECT","True","Optimizer-Worker"
"cache://memory","2025-07-18T19:50:49","write","QUERY","False","Agent-Client"
"db://interactions","2025-06-29T08:08:10","write","MERGE","True","Agent-Client"
"db://leads","2025-08-05T11:52:03","consolidate","QUERY","True","Agent-Client"
"db://interactions","2025-07-07T01:30:48","write","INSERT","True","MCP-Server"
"analytics://events","2025-07-30T16:38:24","consolidate","INSERT","True","Optimizer-Worker"
"cache://memory","2025-05-03T09:04:42","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-07-01T16:26:16","read","MERGE","False","MCP-Server"
"cache://memory","2025-05-19T14:56:20","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-01T16:06:09","read","QUERY","True","MCP-Server"
"analytics://events","2025-06-11T16:42:32","write","QUERY","True","MCP-Server"
"cache://memory","2025-07-27T18:53:38","search","QUERY","False","Agent-Client"
"db://leads","2025-07-14T15:53:23","read","MERGE","True","Optimizer-Worker"
"analytics://events","2025-08-06T20:54:48","write","MERGE","True","Optimizer-Worker"
"db://interactions","2025-08-14T08:14:23","search","MERGE","True","Agent-Client"
"db://leads","2025-05-12T12:07:33","read","QUERY","True","Agent-Client"
"analytics://events","2025-08-13T02:04:26","consolidate","MERGE","True","Optimizer-Worker"
"analytics://events","2025-07-25T08:10:47","write","QUERY","True","Optimizer-Worker"
"db://interactions","2025-08-20T18:06:00","write","MERGE","False","MCP-Server"
"cache://memory","2025-07-09T16:07:59","consolidate","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-08-28T00:47:19","write","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-06-29T08:31:47","search","UPSERT","True","Agent-Client"
"analytics://events","2025-07-07T15:19:19","write","SELECT","False","Agent-Client"
"db://interactions","2025-06-17T00:10:49","write","SELECT","True","Agent-Client"
"cache://memory","2025-05-10T13:27:49","search","QUERY","True","MCP-Server"
"db://leads","2025-06-20T07:42:35","consolidate","INSERT","True","MCP-Server"
"analytics://events","2025-08-09T14:35:05","read","QUERY","True","Agent-Client"
"db://interactions","2025-05-27T06:03:11","consolidate","MERGE","False","MCP-Server"
"db://leads","2025-05-25T21:44:55","write","UPDATE","True","Agent-Client"
"kg://graph","2025-08-06T14:19:44","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-06-15T10:38:04","read","SELECT","False","Optimizer-Worker"
"cache://memory","2025-05-29T23:28:50","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-07-29T09:34:41","search","MERGE","True","MCP-Server"
"analytics://events","2025-05-31T21:07:03","read","QUERY","False","Optimizer-Worker"
"db://leads","2025-05-05T06:13:15","write","UPSERT","False","MCP-Server"
"db://interactions","2025-05-30T08:47:34","search","UPDATE","True","MCP-Server"
"cache://memory","2025-05-16T15:37:41","consolidate","INSERT","True","MCP-Server"
"db://campaigns","2025-06-01T10:00:59","write","SELECT","True","MCP-Server"
"cache://memory","2025-08-02T06:30:28","search","SELECT","True","Optimizer-Worker"
"kg://graph","2025-05-30T01:14:30","consolidate","QUERY","True","Agent-Client"
"kg://graph","2025-06-13T06:21:37","read","QUERY","True","Agent-Client"
"kg://graph","2025-08-22T18:33:51","consolidate","SELECT","True","Agent-Client"
"db://campaigns","2025-06-20T05:42:20","search","INSERT","True","Agent-Client"
"db://leads","2025-05-23T21:07:30","search","MERGE","True","Agent-Client"
