"rpc_id","timestamp","transport","method","params_bytes","duration_ms","status_code","source_agent_type","target_resource"
"RPC002316","2025-06-19T14:28:39","WebSocket","updateLead","3493","392","400","LeadTriage","db://interactions"
"RPC002317","2025-05-05T23:48:25","HTTP","getLead","944","1437","200","Optimizer","db://interactions"
"RPC002318","2025-07-25T19:33:57","HTTP","optimizeCampaign","2306","1466","200","LeadTriage","db://interactions"
"RPC002319","2025-05-10T15:42:54","HTTP","optimizeCampaign","2683","523","500","Optimizer","analytics://events"
"RPC002320","2025-06-08T06:38:58","WebSocket","getLead","4207","1384","200","LeadTriage","kg://graph"
"RPC002321","2025-08-01T07:25:27","HTTP","getLead","494","1427","403","Engagement","db://leads"
"RPC002322","2025-05-24T17:24:45","HTTP","getLead","3591","901","200","LeadTriage","db://leads"
"RPC002323","2025-06-15T12:41:31","HTTP","recommendAction","1994","594","200","Engagement","db://interactions"
"RPC002324","2025-07-10T21:47:41","WebSocket","updateLead","4209","310","401","Engagement","kg://graph"
"RPC002325","2025-07-31T12:22:16","WebSocket","recommendAction","2499","131","200","LeadTriage","kg://graph"
"RPC002326","2025-06-27T17:16:39","HTTP","consolidateMemory","3650","1352","200","Engagement","db://interactions"
"RPC002327","2025-08-17T19:54:27","HTTP","storeMemory","652","1370","401","Optimizer","cache://memory"
"RPC002328","2025-06-09T12:56:36","HTTP","updateLead","1976","421","200","Engagement","analytics://events"
"RPC002329","2025-07-14T22:51:04","WebSocket","updateLead","2722","534","200","Engagement","cache://memory"
"RPC002330","2025-05-15T17:57:10","WebSocket","storeMemory","517","1348","200","LeadTriage","db://leads"
"RPC002331","2025-06-26T19:23:51","WebSocket","updateLead","4892","249","500","Optimizer","cache://memory"
"RPC002332","2025-06-02T15:17:23","HTTP","getLead","2469","457","200","LeadTriage","kg://graph"
"RPC002333","2025-05-05T18:29:42","HTTP","consolidateMemory","4979","388","200","Optimizer","analytics://events"
"RPC002334","2025-08-11T18:01:57","WebSocket","recommendAction","2654","699","403","Engagement","kg://graph"
"RPC002335","2025-08-24T03:08:46","WebSocket","fetchMemory","3545","301","200","Optimizer","db://leads"
"RPC002336","2025-06-13T11:03:11","HTTP","trackEvent","4482","599","200","Engagement","analytics://events"
"RPC002337","2025-05-29T13:34:30","WebSocket","optimizeCampaign","4335","877","200","LeadTriage","db://interactions"
"RPC002338","2025-06-27T23:08:17","WebSocket","trackEvent","4496","1027","200","Engagement","kg://graph"
"RPC002339","2025-06-11T08:32:57","WebSocket","storeMemory","4903","138","400","Optimizer","db://interactions"
"RPC002340","2025-05-24T07:15:52","HTTP","optimizeCampaign","2433","1399","403","LeadTriage","kg://graph"
"RPC002341","2025-06-23T13:54:12","HTTP","consolidateMemory","1635","1286","400","Optimizer","cache://memory"
"RPC002342","2025-08-18T20:34:56","HTTP","trackEvent","449","8","200","Optimizer","db://interactions"
"RPC002343","2025-06-27T20:34:36","HTTP","searchGraph","2750","93","400","LeadTriage","db://leads"
"RPC002344","2025-08-15T20:37:43","HTTP","fetchMemory","2643","182","403","Engagement","db://interactions"
"RPC002345","2025-07-15T17:42:43","WebSocket","consolidateMemory","1034","1481","200","Engagement","analytics://events"
"RPC002346","2025-07-17T17:57:01","HTTP","recommendAction","4866","74","401","Optimizer","kg://graph"
"RPC002347","2025-05-07T22:34:39","HTTP","fetchMemory","3566","845","200","Engagement","db://interactions"
"RPC002348","2025-06-24T13:25:51","HTTP","optimizeCampaign","2473","109","401","Optimizer","kg://graph"
"RPC002349","2025-06-28T04:38:21","HTTP","updateLead","4707","1145","200","LeadTriage","db://interactions"
"RPC002350","2025-07-15T20:33:19","HTTP","updateLead","4126","490","200","Optimizer","kg://graph"
"RPC002351","2025-07-20T02:34:07","WebSocket","storeMemory","4482","774","200","LeadTriage","kg://graph"
"RPC002352","2025-05-17T20:46:59","WebSocket","recommendAction","3241","419","200","LeadTriage","db://interactions"
"RPC002353","2025-07-15T20:05:37","WebSocket","searchGraph","2693","1478","200","Optimizer","db://leads"
"RPC002354","2025-06-28T09:32:19","HTTP","consolidateMemory","667","519","200","Optimizer","db://interactions"
"RPC002355","2025-05-26T00:55:05","HTTP","storeMemory","2338","964","400","Optimizer","kg://graph"
"RPC002356","2025-07-31T11:39:33","WebSocket","storeMemory","4487","1212","400","Engagement","db://interactions"
"RPC002357","2025-08-08T13:06:12","HTTP","updateLead","2856","272","200","Engagement","analytics://events"
"RPC002358","2025-08-10T23:49:36","HTTP","storeMemory","2404","1345","400","Optimizer","db://interactions"
"RPC002359","2025-06-06T07:59:52","HTTP","updateLead","943","1491","200","LeadTriage","cache://memory"
"RPC002360","2025-05-15T19:06:35","HTTP","searchGraph","4386","89","401","Optimizer","kg://graph"
"RPC002361","2025-08-16T08:06:43","WebSocket","trackEvent","823","39","200","Optimizer","cache://memory"
"RPC002362","2025-05-14T10:25:14","WebSocket","getLead","4879","917","200","LeadTriage","db://leads"
"RPC002363","2025-05-10T01:51:14","WebSocket","searchGraph","203","772","401","LeadTriage","kg://graph"
"RPC002364","2025-05-25T16:47:43","HTTP","trackEvent","1722","573","400","Engagement","cache://memory"
"RPC002365","2025-07-26T11:51:26","HTTP","storeMemory","4006","829","200","LeadTriage","db://interactions"
"RPC002366","2025-08-23T20:51:28","WebSocket","searchGraph","4236","390","200","Optimizer","analytics://events"
"RPC002367","2025-05-20T14:51:25","HTTP","searchGraph","4834","296","401","Engagement","cache://memory"
"RPC002368","2025-07-25T21:04:15","HTTP","recommendAction","893","252","200","Engagement","db://leads"
"RPC002369","2025-07-21T15:29:52","HTTP","fetchMemory","2071","140","200","LeadTriage","db://interactions"
"RPC002370","2025-06-03T21:17:35","WebSocket","recommendAction","4107","950","401","Optimizer","cache://memory"
"RPC002371","2025-05-12T21:51:05","HTTP","consolidateMemory","1620","271","500","Engagement","cache://memory"
"RPC002372","2025-05-06T09:55:27","HTTP","updateLead","4258","331","200","LeadTriage","kg://graph"
"RPC002373","2025-07-01T02:57:30","HTTP","storeMemory","3932","139","401","LeadTriage","db://interactions"
"RPC002374","2025-05-23T22:30:02","WebSocket","consolidateMemory","3090","105","500","Optimizer","db://leads"
"RPC002375","2025-05-13T03:01:46","HTTP","fetchMemory","895","249","200","Optimizer","analytics://events"
"RPC002376","2025-05-16T20:29:46","HTTP","trackEvent","4293","476","500","Engagement","kg://graph"
"RPC002377","2025-07-15T10:04:35","HTTP","updateLead","785","1452","200","Optimizer","analytics://events"
"RPC002378","2025-08-17T12:04:31","WebSocket","searchGraph","4378","1197","401","Engagement","db://interactions"
"RPC002379","2025-07-11T18:03:32","HTTP","getLead","2036","558","401","Optimizer","db://interactions"
"RPC002380","2025-05-26T13:07:18","WebSocket","optimizeCampaign","692","586","200","LeadTriage","kg://graph"
"RPC002381","2025-05-30T07:15:54","HTTP","fetchMemory","1103","258","400","LeadTriage","cache://memory"
"RPC002382","2025-08-16T07:24:22","HTTP","updateLead","2107","702","200","Engagement","analytics://events"
"RPC002383","2025-07-14T09:51:10","HTTP","fetchMemory","638","1268","200","Optimizer","cache://memory"
"RPC002384","2025-07-01T11:14:23","WebSocket","trackEvent","3152","1096","400","Optimizer","cache://memory"
"RPC002385","2025-06-04T18:23:01","WebSocket","consolidateMemory","4981","259","200","LeadTriage","kg://graph"
"RPC002386","2025-08-17T00:25:06","WebSocket","recommendAction","306","979","401","Engagement","cache://memory"
"RPC002387","2025-07-16T12:15:44","HTTP","fetchMemory","1156","896","403","Optimizer","analytics://events"
"RPC002388","2025-08-26T21:40:16","WebSocket","consolidateMemory","2440","696","200","Optimizer","analytics://events"
"RPC002389","2025-07-23T05:55:51","HTTP","consolidateMemory","1474","317","401","LeadTriage","cache://memory"
"RPC002390","2025-08-03T06:27:24","HTTP","fetchMemory","1061","1385","200","Optimizer","cache://memory"
"RPC002391","2025-08-10T13:54:51","WebSocket","searchGraph","4725","1490","200","Engagement","db://leads"
"RPC002392","2025-06-30T08:26:36","HTTP","optimizeCampaign","2900","824","200","Engagement","analytics://events"
"RPC002393","2025-08-21T17:32:39","WebSocket","searchGraph","4288","812","200","Optimizer","db://interactions"
"RPC002394","2025-05-16T00:59:07","WebSocket","trackEvent","4909","199","500","Engagement","analytics://events"
"RPC002395","2025-07-18T02:17:40","WebSocket","trackEvent","2945","1254","401","LeadTriage","db://interactions"
"RPC002396","2025-05-07T18:15:25","HTTP","storeMemory","4438","157","403","Engagement","cache://memory"
"RPC002397","2025-07-14T11:08:56","HTTP","consolidateMemory","4261","234","200","Optimizer","kg://graph"
"RPC002398","2025-08-06T13:11:48","WebSocket","searchGraph","4466","256","400","LeadTriage","db://interactions"
"RPC002399","2025-08-22T01:26:07","WebSocket","fetchMemory","2791","941","500","Optimizer","kg://graph"
"RPC002400","2025-07-16T03:19:59","WebSocket","searchGraph","3242","1216","401","Optimizer","db://leads"
"RPC002401","2025-08-07T11:53:43","HTTP","updateLead","1184","1137","200","Optimizer","cache://memory"
"RPC002402","2025-06-03T20:14:08","HTTP","updateLead","3961","1384","400","Engagement","cache://memory"
"RPC002403","2025-07-08T01:21:33","WebSocket","getLead","1104","1090","500","LeadTriage","kg://graph"
"RPC002404","2025-08-28T16:07:34","WebSocket","searchGraph","2559","563","401","Engagement","db://leads"
"RPC002405","2025-06-26T15:29:19","HTTP","updateLead","4034","445","500","LeadTriage","db://interactions"
"RPC002406","2025-07-30T19:37:41","WebSocket","getLead","1819","1211","200","Optimizer","kg://graph"
"RPC002407","2025-07-11T02:47:29","WebSocket","getLead","3365","664","403","Optimizer","analytics://events"
"RPC002408","2025-05-07T16:01:24","WebSocket","recommendAction","2391","269","200","Engagement","db://leads"
"RPC002409","2025-08-08T16:13:44","WebSocket","fetchMemory","1750","355","500","LeadTriage","analytics://events"
"RPC002410","2025-06-02T12:07:31","HTTP","fetchMemory","1852","267","401","Engagement","cache://memory"
"RPC002411","2025-07-02T06:23:32","HTTP","searchGraph","1989","240","200","LeadTriage","db://interactions"
"RPC002412","2025-07-07T00:29:08","WebSocket","optimizeCampaign","3835","214","403","Engagement","analytics://events"
"RPC002413","2025-06-08T15:19:26","HTTP","trackEvent","2751","1244","400","Engagement","db://leads"
"RPC002414","2025-05-21T06:07:51","WebSocket","storeMemory","2689","1391","200","Optimizer","analytics://events"
"RPC002415","2025-08-22T14:28:48","HTTP","getLead","1026","1254","200","Optimizer","kg://graph"
"RPC002416","2025-05-29T05:18:34","WebSocket","recommendAction","2697","1085","500","LeadTriage","analytics://events"
"RPC002417","2025-06-22T08:08:41","WebSocket","updateLead","4467","1234","500","LeadTriage","db://interactions"
"RPC002418","2025-05-03T19:13:34","WebSocket","optimizeCampaign","4679","1184","401","Optimizer","db://leads"
"RPC002419","2025-07-16T08:48:16","WebSocket","recommendAction","1205","1496","200","LeadTriage","kg://graph"
"RPC002420","2025-08-28T17:52:03","HTTP","fetchMemory","2267","1364","403","LeadTriage","analytics://events"
"RPC002421","2025-07-30T05:26:05","WebSocket","consolidateMemory","4357","1027","500","LeadTriage","cache://memory"
"RPC002422","2025-08-28T19:12:32","HTTP","recommendAction","451","804","200","LeadTriage","cache://memory"
"RPC002423","2025-05-11T00:12:24","WebSocket","consolidateMemory","3389","231","200","Engagement","db://interactions"
"RPC002424","2025-07-22T04:40:26","WebSocket","trackEvent","962","1046","200","Engagement","db://leads"
"RPC002425","2025-07-09T12:16:24","WebSocket","updateLead","2023","195","200","Engagement","cache://memory"
"RPC002426","2025-05-17T19:42:53","WebSocket","searchGraph","2204","1490","401","Optimizer","analytics://events"
"RPC002427","2025-06-24T03:46:14","HTTP","storeMemory","1118","1206","403","Optimizer","cache://memory"
"RPC002428","2025-07-01T15:41:27","HTTP","searchGraph","2886","1234","403","Optimizer","kg://graph"
"RPC002429","2025-07-22T13:00:18","HTTP","recommendAction","3502","1281","200","Optimizer","kg://graph"
"RPC002430","2025-06-22T04:40:30","WebSocket","optimizeCampaign","4029","787","403","LeadTriage","kg://graph"
"RPC002431","2025-06-10T08:47:33","WebSocket","recommendAction","4983","782","200","Engagement","cache://memory"
"RPC002432","2025-07-26T14:06:09","WebSocket","searchGraph","2654","192","500","Optimizer","analytics://events"
"RPC002433","2025-05-05T20:34:53","WebSocket","getLead","1402","187","500","Optimizer","analytics://events"
"RPC002434","2025-05-27T11:42:57","HTTP","storeMemory","2990","664","500","Optimizer","db://interactions"
"RPC002435","2025-08-17T05:19:40","HTTP","trackEvent","1293","205","403","LeadTriage","db://interactions"
"RPC002436","2025-05-14T01:50:00","WebSocket","searchGraph","870","303","500","LeadTriage","db://interactions"
"RPC002437","2025-06-04T00:15:36","HTTP","searchGraph","2502","1175","400","Optimizer","kg://graph"
"RPC002438","2025-06-05T03:46:17","WebSocket","getLead","2287","1083","200","Engagement","db://interactions"
"RPC002439","2025-05-27T15:26:24","HTTP","searchGraph","4583","295","200","Engagement","kg://graph"
"RPC002440","2025-06-07T13:25:39","HTTP","fetchMemory","392","1465","200","Engagement","cache://memory"
"RPC002441","2025-06-25T06:56:05","WebSocket","storeMemory","2116","1456","200","Engagement","cache://memory"
"RPC002442","2025-06-15T00:24:56","WebSocket","trackEvent","2824","941","200","Engagement","analytics://events"
"RPC002443","2025-06-20T15:19:39","WebSocket","fetchMemory","2192","661","400","LeadTriage","db://interactions"
"RPC002444","2025-05-08T13:45:18","HTTP","storeMemory","4598","1462","400","Optimizer","analytics://events"
"RPC002445","2025-08-08T12:28:30","WebSocket","searchGraph","307","201","400","Engagement","analytics://events"
"RPC002446","2025-06-06T09:40:04","HTTP","consolidateMemory","4761","1175","200","LeadTriage","db://leads"
"RPC002447","2025-08-14T14:17:50","WebSocket","recommendAction","777","92","200","Engagement","analytics://events"
"RPC002448","2025-07-31T03:27:38","WebSocket","getLead","970","295","200","Engagement","db://leads"
"RPC002449","2025-07-06T08:58:24","WebSocket","recommendAction","2113","503","401","LeadTriage","db://leads"
"RPC002450","2025-06-29T16:30:49","WebSocket","fetchMemory","3117","371","200","LeadTriage","db://leads"
"RPC002451","2025-06-02T01:32:57","WebSocket","fetchMemory","4817","326","401","LeadTriage","analytics://events"
"RPC002452","2025-06-21T06:29:22","HTTP","recommendAction","3105","164","500","Engagement","kg://graph"
"RPC002453","2025-07-03T17:09:16","WebSocket","optimizeCampaign","375","1285","403","LeadTriage","db://interactions"
"RPC002454","2025-08-23T03:30:11","WebSocket","searchGraph","892","934","403","Engagement","db://interactions"
"RPC002455","2025-08-12T15:38:21","WebSocket","getLead","639","339","200","Engagement","kg://graph"
"RPC002456","2025-07-21T15:37:03","HTTP","storeMemory","2640","1414","500","Optimizer","kg://graph"
"RPC002457","2025-08-07T04:12:35","HTTP","recommendAction","1300","414","200","LeadTriage","db://interactions"
"RPC002458","2025-08-23T01:34:57","HTTP","getLead","3763","1432","400","Engagement","kg://graph"
"RPC002459","2025-06-09T12:47:23","WebSocket","fetchMemory","639","433","200","Engagement","db://leads"
"RPC002460","2025-07-30T19:00:00","WebSocket","getLead","1218","5","200","Engagement","analytics://events"
"RPC002461","2025-08-02T04:58:19","WebSocket","storeMemory","4136","1375","200","Optimizer","cache://memory"
"RPC002462","2025-06-10T15:45:31","WebSocket","fetchMemory","2915","230","500","LeadTriage","db://interactions"
"RPC002463","2025-08-20T14:39:19","HTTP","optimizeCampaign","243","715","200","Engagement","kg://graph"
"RPC002464","2025-06-30T04:07:21","HTTP","consolidateMemory","3214","1410","500","Optimizer","db://leads"
"RPC002465","2025-08-15T07:49:31","HTTP","fetchMemory","2716","841","200","Engagement","db://leads"
"RPC002466","2025-08-17T19:05:43","HTTP","searchGraph","994","725","400","LeadTriage","analytics://events"
"RPC002467","2025-08-11T11:48:11","HTTP","recommendAction","3582","883","200","Optimizer","db://interactions"
