"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0001851","2025-07-16T16:05:45","C0001555","L0001555","handoff","EN-019","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complex_request"
"ACT0001852","2025-06-17T11:27:12","C0001555","L0001555","update_template","LT-001","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complaint"
"ACT0001853","2025-05-09T04:51:01","C0001555","L0001555","triage","EN-018","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complex_request"
"ACT0001854","2025-08-04T20:31:57","C0004368","L0004369","resume_campaign","EN-005","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complex_request"
"ACT0001855","2025-07-04T06:44:32","C0004368","L0004369","update_template","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","complaint"
"ACT0001856","2025-07-11T02:57:37","C0004368","L0004369","update_segment","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complex_request"
"ACT0001857","2025-06-28T08:47:50","C0004551","L0004552","optimize","EN-020","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","none"
"ACT0001858","2025-07-15T14:35:20","C0004551","L0004552","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complex_request"
"ACT0001859","2025-07-20T03:58:06","C0004551","L0004552","escalate","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0001860","2025-07-24T20:20:24","C0004551","L0004552","update_template","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","legal"
"ACT0001861","2025-08-08T09:57:13","C0000757","L0000757","escalate","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0001862","2025-05-18T17:09:05","C0000757","L0000757","triage","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complex_request"
"ACT0001863","2025-08-20T20:12:48","C0000757","L0000757","outreach","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complaint"
"ACT0001864","2025-08-27T14:55:43","C0001000","L0001000","consolidate_memory","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0001865","2025-08-27T00:25:21","C0001000","L0001000","resume_campaign","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complex_request"
"ACT0001866","2025-08-20T21:05:02","C0001000","L0001000","escalate","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0001867","2025-08-23T12:26:14","C0001000","L0001000","handoff","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","none"
"ACT0001868","2025-08-07T03:30:10","C0002469","L0002470","escalate","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0001869","2025-08-06T17:24:21","C0002469","L0002470","outreach","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","complaint"
"ACT0001870","2025-06-30T03:30:19","C0002469","L0002470","escalate","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","high_value"
"ACT0001871","2025-06-04T19:22:19","C0002378","L0002379","pause_campaign","LT-010","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complex_request"
"ACT0001872","2025-05-29T20:45:13","C0004111","L0004112","outreach","EN-013","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complaint"
"ACT0001873","2025-08-09T10:29:23","C0002310","L0002311","triage","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","high_value"
"ACT0001874","2025-08-23T17:49:53","C0003401","L0003402","handoff","LT-010","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","high_value"
"ACT0001875","2025-08-23T19:39:39","C0003401","L0003402","consolidate_memory","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complaint"
"ACT0001876","2025-07-25T18:15:47","C0002510","L0002511","resume_campaign","LT-006","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0001877","2025-05-24T12:02:57","C0002510","L0002511","update_segment","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0001878","2025-07-21T02:16:38","C0000377","L0000377","outreach","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complex_request"
"ACT0001879","2025-08-19T16:26:29","C0000377","L0000377","optimize","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0001880","2025-08-15T08:39:48","C0000377","L0000377","update_template","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","legal"
"ACT0001881","2025-08-22T09:57:05","C0000377","L0000377","triage","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0001882","2025-07-04T17:20:32","C0003919","L0003920","update_segment","EN-018","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complex_request"
"ACT0001883","2025-06-25T10:53:49","C0003919","L0003920","update_segment","EN-002","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complaint"
"ACT0001884","2025-05-25T23:39:00","C0000806","L0000806","optimize","EN-003","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complex_request"
"ACT0001885","2025-07-02T20:49:09","C0003143","L0003144","outreach","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complaint"
"ACT0001886","2025-08-27T07:48:48","C0000379","L0000379","outreach","EN-016","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0001887","2025-08-27T03:11:43","C0000379","L0000379","consolidate_memory","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","none"
"ACT0001888","2025-08-25T17:59:35","C0000379","L0000379","handoff","EN-005","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0001889","2025-06-27T10:01:57","C0004632","L0004633","outreach","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","high_value"
"ACT0001890","2025-07-31T10:25:26","C0002856","L0002857","outreach","EN-014","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0001891","2025-07-28T19:34:26","C0002856","L0002857","handoff","EN-004","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complex_request"
"ACT0001892","2025-08-28T21:10:44","C0002856","L0002857","update_segment","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","none"
"ACT0001893","2025-08-03T03:13:03","C0002856","L0002857","handoff","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complex_request"
"ACT0001894","2025-08-13T04:02:42","C0002823","L0002824","triage","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0001895","2025-07-24T01:54:59","C0001102","L0001102","consolidate_memory","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","legal"
"ACT0001896","2025-08-28T12:17:22","C0001102","L0001102","handoff","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","legal"
"ACT0001897","2025-07-11T20:37:22","C0001102","L0001102","consolidate_memory","EN-009","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0001898","2025-08-24T01:56:41","C0001323","L0001323","escalate","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0001899","2025-08-25T13:02:20","C0004054","L0004055","update_template","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","legal"
"ACT0001900","2025-07-10T04:02:23","C0004054","L0004055","consolidate_memory","EN-002","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0001901","2025-07-03T06:44:49","C0004054","L0004055","optimize","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","high_value"
"ACT0001902","2025-06-17T13:31:24","C0001655","L0001655","pause_campaign","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complaint"
"ACT0001903","2025-06-30T01:48:20","C0001655","L0001655","triage","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","legal"
"ACT0001904","2025-07-31T00:49:05","C0001256","L0001256","update_segment","LT-007","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","legal"
"ACT0001905","2025-07-09T10:49:51","C0001256","L0001256","triage","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","legal"
"ACT0001906","2025-08-24T13:57:35","C0004263","L0004264","consolidate_memory","EN-008","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0001907","2025-08-25T22:29:20","C0004263","L0004264","optimize","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","complex_request"
"ACT0001908","2025-08-25T13:26:13","C0004263","L0004264","escalate","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0001909","2025-08-27T17:25:39","C0004263","L0004264","handoff","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complex_request"
"ACT0001910","2025-07-31T04:27:47","C0003751","L0003752","handoff","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","legal"
"ACT0001911","2025-08-26T15:37:43","C0003751","L0003752","optimize","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0001912","2025-07-23T06:13:12","C0002270","L0002271","handoff","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","high_value"
"ACT0001913","2025-07-22T21:32:23","C0002270","L0002271","resume_campaign","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","high_value"
"ACT0001914","2025-07-22T22:01:42","C0002270","L0002271","escalate","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","high_value"
"ACT0001915","2025-07-23T01:07:57","C0002270","L0002271","update_template","LT-002","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","none"
"ACT0001916","2025-07-14T10:19:22","C0001341","L0001341","optimize","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complaint"
"ACT0001917","2025-06-13T00:05:25","C0001341","L0001341","resume_campaign","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0001918","2025-08-13T22:07:18","C0001341","L0001341","update_template","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0001919","2025-05-11T23:26:47","C0001341","L0001341","triage","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","high_value"
"ACT0001920","2025-08-06T23:59:10","C0002938","L0002939","update_template","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complex_request"
"ACT0001921","2025-07-28T19:51:47","C0002938","L0002939","handoff","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","high_value"
"ACT0001922","2025-08-19T20:14:04","C0004097","L0004098","resume_campaign","EN-008","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0001923","2025-08-27T12:55:54","C0004097","L0004098","outreach","EN-012","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complaint"
"ACT0001924","2025-08-07T15:04:21","C0004097","L0004098","consolidate_memory","LT-001","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0001925","2025-06-24T21:58:35","C0004592","L0004593","pause_campaign","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","complex_request"
"ACT0001926","2025-08-22T08:37:54","C0004592","L0004593","outreach","LT-006","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0001927","2025-08-20T03:53:17","C0004592","L0004593","pause_campaign","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0001928","2025-08-19T16:49:02","C0004592","L0004593","consolidate_memory","LT-006","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0001929","2025-08-14T19:54:35","C0000176","L0000176","update_template","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0001930","2025-08-16T10:31:26","C0000176","L0000176","update_segment","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","legal"
"ACT0001931","2025-08-16T02:06:43","C0000176","L0000176","outreach","EN-004","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","high_value"
"ACT0001932","2025-08-21T10:36:43","C0000176","L0000176","handoff","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","none"
"ACT0001933","2025-06-17T06:11:19","C0003144","L0003145","optimize","LT-003","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","none"
